invoice_id,timestamp,day_of_week,hour,channel,zone,cashier_id,client_name,product_name,quantity,total_price,is_anulada,insumo_name,insumo_qty_used,context_event,weather
2127,2026-03-01 22:28:00,Domingo,22,Envío a domicilio,Barrio Norte,Cajero_2,Cliente_148,Taco de Carnitas,3,5100.0,False,Carne de Cerdo Carnitas (kg),0.30000000000000004,Día Comercial Estándar,Despejado
2128,2026-03-01 22:26:00,Domingo,22,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_114,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
2129,2026-03-01 20:31:00,Domingo,20,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_105,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
2130,2026-03-01 21:15:00,Domingo,21,Cliente al paso,Barrio Centro,Cajero_2,Cliente_148,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
2131,2026-03-01 21:12:00,Domingo,21,Envío a domicilio,Barrio Norte,Cajero_3_Anomalo,Cliente_132,Gaseosa en Lata,1,1200.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
2132,2026-03-01 23:56:00,Domingo,23,Cliente al paso,Barrio Centro,Cajero_2,Cliente_135,Gaseosa en Lata,3,3600.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
2133,2026-03-01 22:51:00,Domingo,22,Cliente al paso,Barrio Norte,Cajero_1,Cliente_130,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
2134,2026-03-01 21:57:00,Domingo,21,Cliente al paso,Zona Oeste,Cajero_1,Cliente_125,Taco de Asada,1,1800.0,False,Carne de Res Asada (kg),0.1,Día Comercial Estándar,Despejado
2135,2026-03-01 22:20:00,Domingo,22,Envío a domicilio,Barrio Norte,Cajero_1,Cliente_117,Taco de Asada,1,1800.0,False,Carne de Res Asada (kg),0.1,Día Comercial Estándar,Despejado
2136,2026-03-01 23:58:00,Domingo,23,Cliente al paso,Zona Sur,Cajero_1,Cliente_116,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
2137,2026-03-01 23:11:00,Domingo,23,Cliente al paso,Barrio Norte,Cajero_1,Cliente_115,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
2138,2026-03-01 23:07:00,Domingo,23,Cliente al paso,Zona Sur,Cajero_3_Anomalo,Cliente_102,Quesadilla Especial,2,0.0,True,Queso Muzzarella (kg),0.3,Día Comercial Estándar,Despejado
2139,2026-03-01 20:59:00,Domingo,20,Envío a domicilio,Zona Oeste,Cajero_2,Cliente_103,Taco de Asada,2,3600.0,False,Carne de Res Asada (kg),0.2,Día Comercial Estándar,Despejado
2140,2026-03-01 23:51:00,Domingo,23,Cliente al paso,Barrio Centro,Cajero_2,Cliente_113,Quesadilla Especial,3,6600.0,False,Queso Muzzarella (kg),0.44999999999999996,Día Comercial Estándar,Despejado
2141,2026-03-01 21:18:00,Domingo,21,Envío a domicilio,Zona Oeste,Cajero_3_Anomalo,Cliente_VIP_Marta,Taco de Asada,2,3600.0,False,Carne de Res Asada (kg),0.2,Día Comercial Estándar,Despejado
2142,2026-03-01 20:57:00,Domingo,20,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_VIP_Juan,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
2143,2026-03-01 21:23:00,Domingo,21,Envío a domicilio,Zona Oeste,Cajero_3_Anomalo,Cliente_113,Taco de Carnitas,3,0.0,True,Carne de Cerdo Carnitas (kg),0.30000000000000004,Día Comercial Estándar,Despejado
2144,2026-03-01 20:22:00,Domingo,20,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_126,Taco de Barbacoa,3,5700.0,False,Carne de Barbacoa (kg),0.33,Día Comercial Estándar,Despejado
2145,2026-03-01 22:46:00,Domingo,22,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_104,Taco al Pastor,1,1500.0,False,Carne Al Pastor (kg),0.1,Día Comercial Estándar,Despejado
2146,2026-03-01 23:00:00,Domingo,23,Cliente al paso,Barrio Centro,Cajero_1,Cliente_110,Taco de Carnitas,3,5100.0,False,Carne de Cerdo Carnitas (kg),0.30000000000000004,Día Comercial Estándar,Despejado
2147,2026-03-01 21:57:00,Domingo,21,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_108,Agua de Horchata Grande,1,900.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
2148,2026-03-01 22:59:00,Domingo,22,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_148,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2149,2026-03-01 23:57:00,Domingo,23,Cliente al paso,Barrio Norte,Cajero_1,Cliente_116,Taco al Pastor,1,1500.0,False,Carne Al Pastor (kg),0.1,Día Comercial Estándar,Despejado
2150,2026-03-01 22:46:00,Domingo,22,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_134,Quesadilla Especial,2,4400.0,False,Queso Muzzarella (kg),0.3,Día Comercial Estándar,Despejado
2151,2026-03-01 20:13:00,Domingo,20,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_147,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
2152,2026-03-01 20:38:00,Domingo,20,Envío a domicilio,Zona Sur,Cajero_2,Cliente_101,Taco de Asada,2,3600.0,False,Carne de Res Asada (kg),0.2,Día Comercial Estándar,Despejado
2153,2026-03-01 22:00:00,Domingo,22,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_124,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
2154,2026-03-01 21:53:00,Domingo,21,Cliente al paso,Barrio Norte,Cajero_1,Cliente_119,Quesadilla Especial,2,4400.0,False,Queso Muzzarella (kg),0.3,Día Comercial Estándar,Despejado
2155,2026-03-01 21:04:00,Domingo,21,Cliente al paso,Barrio Centro,Cajero_1,Cliente_103,Taco de Asada,1,1800.0,False,Carne de Res Asada (kg),0.1,Día Comercial Estándar,Despejado
2156,2026-03-01 22:04:00,Domingo,22,Envío a domicilio,Zona Sur,Cajero_3_Anomalo,Cliente_115,Taco de Asada,2,3600.0,False,Carne de Res Asada (kg),0.2,Día Comercial Estándar,Despejado
2157,2026-03-01 21:00:00,Domingo,21,Envío a domicilio,Barrio Norte,Cajero_2,Cliente_123,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
2158,2026-03-01 21:21:00,Domingo,21,Cliente al paso,Zona Sur,Cajero_2,Cliente_133,Taco de Carnitas,3,5100.0,False,Carne de Cerdo Carnitas (kg),0.30000000000000004,Día Comercial Estándar,Despejado
2159,2026-03-01 22:55:00,Domingo,22,Cliente al paso,Zona Sur,Cajero_3_Anomalo,Cliente_138,Taco de Asada,2,3600.0,False,Carne de Res Asada (kg),0.2,Día Comercial Estándar,Despejado
2160,2026-03-01 22:53:00,Domingo,22,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_VIP_Marta,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2161,2026-03-01 23:20:00,Domingo,23,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_144,Quesadilla Especial,4,8800.0,False,Queso Muzzarella (kg),0.6,Día Comercial Estándar,Despejado
2162,2026-03-01 20:12:00,Domingo,20,Envío a domicilio,Zona Oeste,Cajero_2,Cliente_105,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
2163,2026-03-01 22:48:00,Domingo,22,Envío a domicilio,Zona Sur,Cajero_1,Cliente_127,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
2164,2026-03-01 22:28:00,Domingo,22,Cliente al paso,Barrio Centro,Cajero_1,Cliente_103,Agua de Horchata Grande,1,900.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
2165,2026-03-01 20:28:00,Domingo,20,Envío a domicilio,Barrio Norte,Cajero_2,Cliente_125,Taco de Asada,1,1800.0,False,Carne de Res Asada (kg),0.1,Día Comercial Estándar,Despejado
2166,2026-03-01 22:35:00,Domingo,22,Cliente al paso,Barrio Norte,Cajero_2,Cliente_142,Gaseosa en Lata,1,1200.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
2167,2026-03-01 21:15:00,Domingo,21,Cliente al paso,Barrio Centro,Cajero_1,Cliente_137,Taco de Carnitas,2,3400.0,False,Carne de Cerdo Carnitas (kg),0.2,Día Comercial Estándar,Despejado
2168,2026-03-01 20:02:00,Domingo,20,Envío a domicilio,Barrio Norte,Cajero_3_Anomalo,Cliente_124,Taco de Asada,1,0.0,True,Carne de Res Asada (kg),0.1,Día Comercial Estándar,Despejado
2169,2026-03-01 22:13:00,Domingo,22,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_125,Quesadilla Especial,2,4400.0,False,Queso Muzzarella (kg),0.3,Día Comercial Estándar,Despejado
2170,2026-03-01 21:35:00,Domingo,21,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_119,Taco de Carnitas,1,0.0,True,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
2171,2026-03-01 22:16:00,Domingo,22,Envío a domicilio,Zona Sur,Cajero_3_Anomalo,Cliente_124,Agua de Horchata Grande,2,1800.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2172,2026-03-01 22:56:00,Domingo,22,Cliente al paso,Barrio Centro,Cajero_2,Cliente_137,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
2173,2026-03-02 21:42:00,Lunes,21,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_129,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
2174,2026-03-02 20:43:00,Lunes,20,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_144,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
2175,2026-03-02 21:58:00,Lunes,21,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_131,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2176,2026-03-02 21:59:00,Lunes,21,Cliente al paso,Barrio Centro,Cajero_1,Cliente_VIP_Marta,Agua de Horchata Grande,2,1800.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2177,2026-03-02 23:36:00,Lunes,23,Cliente al paso,Zona Sur,Cajero_1,Cliente_147,Taco de Asada,1,1800.0,False,Carne de Res Asada (kg),0.1,Día Comercial Estándar,Despejado
2178,2026-03-02 23:51:00,Lunes,23,Cliente al paso,Zona Sur,Cajero_2,Cliente_114,Taco de Carnitas,2,3400.0,False,Carne de Cerdo Carnitas (kg),0.2,Día Comercial Estándar,Despejado
2179,2026-03-02 22:43:00,Lunes,22,Envío a domicilio,Zona Sur,Cajero_2,Cliente_141,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2180,2026-03-02 21:07:00,Lunes,21,Envío a domicilio,Barrio Norte,Cajero_3_Anomalo,Cliente_136,Agua de Horchata Grande,1,900.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
2181,2026-03-02 20:01:00,Lunes,20,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_140,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
2182,2026-03-02 21:21:00,Lunes,21,Cliente al paso,Barrio Centro,Cajero_1,Cliente_137,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
2183,2026-03-02 20:28:00,Lunes,20,Envío a domicilio,Barrio Norte,Cajero_2,Cliente_132,Gaseosa en Lata,1,1200.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
2184,2026-03-02 20:20:00,Lunes,20,Envío a domicilio,Zona Oeste,Cajero_2,Cliente_105,Taco de Asada,3,5400.0,False,Carne de Res Asada (kg),0.30000000000000004,Día Comercial Estándar,Despejado
2185,2026-03-02 20:46:00,Lunes,20,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_104,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2186,2026-03-02 23:07:00,Lunes,23,Cliente al paso,Barrio Norte,Cajero_3_Anomalo,Cliente_145,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
2187,2026-03-02 21:00:00,Lunes,21,Cliente al paso,Barrio Norte,Cajero_1,Cliente_111,Taco de Carnitas,3,5100.0,False,Carne de Cerdo Carnitas (kg),0.30000000000000004,Día Comercial Estándar,Despejado
2188,2026-03-02 20:51:00,Lunes,20,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_125,Taco de Carnitas,2,3400.0,False,Carne de Cerdo Carnitas (kg),0.2,Día Comercial Estándar,Despejado
2189,2026-03-02 22:22:00,Lunes,22,Envío a domicilio,Zona Sur,Cajero_3_Anomalo,Cliente_134,Quesadilla Especial,2,4400.0,False,Queso Muzzarella (kg),0.3,Día Comercial Estándar,Despejado
2190,2026-03-02 21:13:00,Lunes,21,Cliente al paso,Zona Sur,Cajero_3_Anomalo,Cliente_138,Agua de Horchata Grande,3,2700.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
2191,2026-03-02 21:13:00,Lunes,21,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_144,Quesadilla Especial,2,4400.0,False,Queso Muzzarella (kg),0.3,Día Comercial Estándar,Despejado
2192,2026-03-02 22:24:00,Lunes,22,Cliente al paso,Barrio Norte,Cajero_3_Anomalo,Cliente_115,Agua de Horchata Grande,1,900.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
2193,2026-03-02 20:19:00,Lunes,20,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_131,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
2194,2026-03-02 21:30:00,Lunes,21,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_117,Agua de Horchata Grande,2,1800.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2195,2026-03-02 22:40:00,Lunes,22,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_132,Taco de Carnitas,2,3400.0,False,Carne de Cerdo Carnitas (kg),0.2,Día Comercial Estándar,Despejado
2196,2026-03-02 21:43:00,Lunes,21,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_142,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
2197,2026-03-02 21:49:00,Lunes,21,Cliente al paso,Barrio Centro,Cajero_1,Cliente_112,Taco de Asada,1,1800.0,False,Carne de Res Asada (kg),0.1,Día Comercial Estándar,Despejado
2198,2026-03-02 21:00:00,Lunes,21,Cliente al paso,Barrio Centro,Cajero_1,Cliente_122,Quesadilla Especial,3,6600.0,False,Queso Muzzarella (kg),0.44999999999999996,Día Comercial Estándar,Despejado
2199,2026-03-02 22:06:00,Lunes,22,Cliente al paso,Barrio Centro,Cajero_1,Cliente_132,Agua de Horchata Grande,1,900.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
2200,2026-03-02 20:38:00,Lunes,20,Envío a domicilio,Zona Sur,Cajero_3_Anomalo,Cliente_123,Taco de Asada,2,3600.0,False,Carne de Res Asada (kg),0.2,Día Comercial Estándar,Despejado
2201,2026-03-02 21:58:00,Lunes,21,Cliente al paso,Barrio Norte,Cajero_2,Cliente_120,Quesadilla Especial,2,4400.0,False,Queso Muzzarella (kg),0.3,Día Comercial Estándar,Despejado
2202,2026-03-02 21:44:00,Lunes,21,Cliente al paso,Barrio Norte,Cajero_2,Cliente_103,Taco al Pastor,1,1500.0,False,Carne Al Pastor (kg),0.1,Día Comercial Estándar,Despejado
2203,2026-03-02 21:57:00,Lunes,21,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_116,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
2204,2026-03-02 23:17:00,Lunes,23,Cliente al paso,Zona Sur,Cajero_3_Anomalo,Cliente_103,Agua de Horchata Grande,2,1800.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2205,2026-03-02 20:20:00,Lunes,20,Envío a domicilio,Barrio Norte,Cajero_2,Cliente_129,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
2206,2026-03-02 22:13:00,Lunes,22,Cliente al paso,Zona Oeste,Cajero_3_Anomalo,Cliente_149,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
2207,2026-03-02 20:12:00,Lunes,20,Envío a domicilio,Zona Oeste,Cajero_3_Anomalo,Cliente_140,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
2208,2026-03-02 22:51:00,Lunes,22,Cliente al paso,Barrio Centro,Cajero_1,Cliente_110,Agua de Horchata Grande,2,1800.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2209,2026-03-02 22:09:00,Lunes,22,Cliente al paso,Zona Oeste,Cajero_3_Anomalo,Cliente_119,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
2210,2026-03-02 22:19:00,Lunes,22,Cliente al paso,Barrio Centro,Cajero_1,Cliente_102,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
2211,2026-03-02 20:46:00,Lunes,20,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_145,Agua de Horchata Grande,1,900.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
2212,2026-03-02 22:46:00,Lunes,22,Cliente al paso,Barrio Centro,Cajero_2,Cliente_144,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2213,2026-03-02 22:34:00,Lunes,22,Envío a domicilio,Zona Sur,Cajero_3_Anomalo,Cliente_122,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
2214,2026-03-02 22:56:00,Lunes,22,Cliente al paso,Barrio Norte,Cajero_2,Cliente_138,Gaseosa en Lata,1,1200.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
2215,2026-03-02 21:19:00,Lunes,21,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_115,Taco de Carnitas,2,3400.0,False,Carne de Cerdo Carnitas (kg),0.2,Día Comercial Estándar,Despejado
2216,2026-03-02 21:10:00,Lunes,21,Cliente al paso,Barrio Norte,Cajero_3_Anomalo,Cliente_141,Gaseosa en Lata,4,4800.0,False,Bebidas (unidades),4.0,Día Comercial Estándar,Despejado
2217,2026-03-03 22:28:00,Martes,22,Envío a domicilio,Barrio Norte,Cajero_2,Cliente_104,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2218,2026-03-03 23:11:00,Martes,23,Cliente al paso,Barrio Norte,Cajero_2,Cliente_109,Taco al Pastor,1,1500.0,False,Carne Al Pastor (kg),0.1,Día Comercial Estándar,Despejado
2219,2026-03-03 20:01:00,Martes,20,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_113,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2220,2026-03-03 21:55:00,Martes,21,Envío a domicilio,Barrio Norte,Cajero_3_Anomalo,Cliente_144,Gaseosa en Lata,3,3600.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
2221,2026-03-03 21:34:00,Martes,21,Cliente al paso,Barrio Centro,Cajero_2,Cliente_132,Taco de Carnitas,3,5100.0,False,Carne de Cerdo Carnitas (kg),0.30000000000000004,Día Comercial Estándar,Despejado
2222,2026-03-03 22:44:00,Martes,22,Envío a domicilio,Barrio Norte,Cajero_3_Anomalo,Cliente_141,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
2223,2026-03-03 22:32:00,Martes,22,Envío a domicilio,Zona Sur,Cajero_3_Anomalo,Cliente_115,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2224,2026-03-03 21:15:00,Martes,21,Envío a domicilio,Barrio Norte,Cajero_1,Cliente_132,Taco de Asada,2,3600.0,False,Carne de Res Asada (kg),0.2,Día Comercial Estándar,Despejado
2225,2026-03-03 21:31:00,Martes,21,Cliente al paso,Barrio Centro,Cajero_2,Cliente_120,Taco de Asada,1,1800.0,False,Carne de Res Asada (kg),0.1,Día Comercial Estándar,Despejado
2226,2026-03-03 21:39:00,Martes,21,Cliente al paso,Barrio Centro,Cajero_1,Cliente_128,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2227,2026-03-03 20:05:00,Martes,20,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_147,Quesadilla Especial,2,4400.0,False,Queso Muzzarella (kg),0.3,Día Comercial Estándar,Despejado
2228,2026-03-03 20:57:00,Martes,20,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_118,Taco de Asada,1,1800.0,False,Carne de Res Asada (kg),0.1,Día Comercial Estándar,Despejado
2229,2026-03-03 22:17:00,Martes,22,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_134,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
2230,2026-03-03 22:21:00,Martes,22,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_106,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
2231,2026-03-03 21:27:00,Martes,21,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_116,Agua de Horchata Grande,2,1800.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2232,2026-03-03 20:05:00,Martes,20,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_136,Quesadilla Especial,2,4400.0,False,Queso Muzzarella (kg),0.3,Día Comercial Estándar,Despejado
2233,2026-03-03 21:13:00,Martes,21,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_112,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
2234,2026-03-03 21:41:00,Martes,21,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_117,Taco de Asada,2,3600.0,False,Carne de Res Asada (kg),0.2,Día Comercial Estándar,Despejado
2235,2026-03-03 20:35:00,Martes,20,Envío a domicilio,Zona Sur,Cajero_3_Anomalo,Cliente_121,Agua de Horchata Grande,1,900.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
2236,2026-03-03 21:24:00,Martes,21,Cliente al paso,Barrio Centro,Cajero_2,Cliente_148,Agua de Horchata Grande,1,900.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
2237,2026-03-03 21:05:00,Martes,21,Cliente al paso,Zona Sur,Cajero_1,Cliente_119,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
2238,2026-03-03 22:27:00,Martes,22,Cliente al paso,Zona Sur,Cajero_2,Cliente_145,Taco de Asada,2,3600.0,False,Carne de Res Asada (kg),0.2,Día Comercial Estándar,Despejado
2239,2026-03-03 21:38:00,Martes,21,Cliente al paso,Barrio Norte,Cajero_1,Cliente_131,Taco al Pastor,1,1500.0,False,Carne Al Pastor (kg),0.1,Día Comercial Estándar,Despejado
2240,2026-03-03 22:04:00,Martes,22,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_121,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
2241,2026-03-03 21:21:00,Martes,21,Envío a domicilio,Zona Sur,Cajero_1,Cliente_140,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
2242,2026-03-03 20:17:00,Martes,20,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_VIP_Juan,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
2243,2026-03-03 20:41:00,Martes,20,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_122,Taco de Carnitas,2,3400.0,False,Carne de Cerdo Carnitas (kg),0.2,Día Comercial Estándar,Despejado
2244,2026-03-03 21:01:00,Martes,21,Cliente al paso,Barrio Norte,Cajero_2,Cliente_116,Quesadilla Especial,2,4400.0,False,Queso Muzzarella (kg),0.3,Día Comercial Estándar,Despejado
2245,2026-03-03 22:11:00,Martes,22,Cliente al paso,Barrio Centro,Cajero_1,Cliente_VIP_Marta,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
2246,2026-03-03 22:42:00,Martes,22,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_110,Taco de Barbacoa,3,5700.0,False,Carne de Barbacoa (kg),0.33,Día Comercial Estándar,Despejado
2247,2026-03-03 22:53:00,Martes,22,Envío a domicilio,Zona Oeste,Cajero_1,Cliente_VIP_Juan,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
2248,2026-03-03 22:38:00,Martes,22,Cliente al paso,Barrio Centro,Cajero_2,Cliente_138,Taco de Asada,2,3600.0,False,Carne de Res Asada (kg),0.2,Día Comercial Estándar,Despejado
2249,2026-03-03 20:26:00,Martes,20,Envío a domicilio,Barrio Norte,Cajero_2,Cliente_123,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
2250,2026-03-03 23:34:00,Martes,23,Cliente al paso,Zona Sur,Cajero_2,Cliente_115,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
2251,2026-03-03 22:35:00,Martes,22,Envío a domicilio,Barrio Norte,Cajero_2,Cliente_144,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
2252,2026-03-03 20:56:00,Martes,20,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_127,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
2253,2026-03-03 22:49:00,Martes,22,Cliente al paso,Zona Sur,Cajero_1,Cliente_104,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
2254,2026-03-03 22:19:00,Martes,22,Cliente al paso,Zona Oeste,Cajero_2,Cliente_112,Agua de Horchata Grande,3,2700.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
